attempt_uid,agent_id,day,t,step,stage_name,stage_index,intention,need,step_type,step_intention,status_text,step_eval_text,step_outcome,aligned_action,aligned_agent_status_status,aligned_action_snapshot_day,aligned_action_snapshot_t,aligned_join_mode,aligned_join_lag_seconds,digital_exposure,digital_from_action,digital_from_status,digital_from_intention,digital_from_signal,digital_task_hint,digital_task_hint_need,digital_task_hint_pending,digital_task_adopted,scenario,scenario_entry_reason,scenario_match_source,llm_match_status,llm_match_confidence,llm_match_reason,emitted,outcome,roll,p_negative_interval,p_positive_interval,total_event_prob,hazard_p_total,llm_status,match_pipeline_mode,digital_gate_source,digital_gate_status,digital_gate_confidence,digital_gate_reason,scenario_aligned,input_source,status_summary_text,plan_index,step_failure_pressure,step_success_support,step_consumed_time,step_effort_bucket,decision_mode,prob_model,llm_calls_this_step,llm_scenario_calls_this_step,llm_calls_for_agent,fallback_reason
fbef2127-0148601-004-0008,4,1,48601.0,148601,steady,0,Call a friend you haven't spoken to in a while,social,social,Call a friend you haven't spoken to in a while,1,Could not find target for message,failure,Call a friend you haven't spoken to in a while,"As I sit comfortably in my well-ordered apartment amidst a bright, sunny day, I reach for my phone to make a call—my first thought of the day is to reconnect with an old friend who I haven't spoken to in a while. The day has been peaceful, without any pressing issues, and the prospect of catching up feels like a simple pleasure I look forward to.",1,46801.0,prev_snapshot,1800.0,1,1,1,1,0,,,0,0,social_contact_coordination,llm_primary,llm_primary,ok,0.9,"step_type: social, step_intention: Call a friend you haven't spoken to in a while, step_outcome: failure, step_eval_text: Could not find target for message",0,no_event,0.8874209134293259,0.21107019882479833,0.08831961930133504,0.1946033817819867,0.29938981812613336,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type: social, step_intention: Call a friend you haven't spoken to in a while, step_outcome: failure, step_eval_text: Could not find target for message",1,runtime_snapshot,"As I sit comfortably in my well-ordered apartment amidst a bright, sunny day, I reach for my phone to make a call—my first thought of the day is to reconnect with an old friend who I haven't spoken to in a while. The day has been peaceful, ",1,1.0,0.0,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0150401-004-0009,4,1,50401.0,150401,steady,0,Select phone from home,social,mobility,Select phone from home,1,"Selected destination: ('云栖小院', 700006802)",success,Select phone from home,"I'm comfortably at home, sipping on a cool drink, feeling a mix of relief and contentment as the day's quiet routine unfolded without any disturbances, and now I'm planning to reach out to some friends, enjoying the sunny 23C weather.",1,48601.0,prev_snapshot,1800.0,1,1,0,1,0,,,0,0,social_contact_coordination,llm_primary,llm_primary,ok,0.9,"step_type: mobility, step_intention: Select phone from home, status_text: I'm comfortably at home, sipping on a cool drink, feeling a mix of relief and contentment as the day's quiet routine unfolded without any disturbances, and now I'm pl",0,no_event,0.6806779563629515,0.02756298214210174,0.1484495461302162,0.11440814337700665,0.17601252827231792,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type: mobility, step_intention: Select phone from home, status_text: I'm comfortably at home, sipping on a cool drink, feeling a mix of relief and contentment as the day's quiet routine unfolded without any disturbances, and now I'm pl",0,runtime_snapshot,"I'm comfortably at home, sipping on a cool drink, feeling a mix of relief and contentment as the day's quiet routine unfolded without any disturbances, and now I'm planning to reach out to some friends, enjoying the sunny 23C weather.",0,0.0,1.25,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0152201-001-0014,1,1,52201.0,152201,steady,0,Make payment for the purchased items,safe,economy,Make payment for the purchased items,1,I finished: Make payment for the purchased items,success,Make payment for the purchased items,"I'm taking a leisurely walk through the park, enjoying the sunny weather, and contemplating whether to make a purchase. My heart is both light and heavy, the lightness from the peaceful day and the heavier from the lingering fear and uncertainty.",1,50401.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,1,ecommerce_order_flow,llm_primary,llm_primary,ok,0.9,"step_type indicates economy and step_intention matches payment for purchased items, suggesting a clear digital scenario.",0,no_event,0.9224035345757619,0.06448162199868891,0.24418303800871463,0.2006320290048123,0.30866466000740356,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type indicates economy and step_intention matches payment for purchased items, suggesting a clear digital scenario.",0,runtime_snapshot,"I'm taking a leisurely walk through the park, enjoying the sunny weather, and contemplating whether to make a purchase. My heart is both light and heavy, the lightness from the peaceful day and the heavier from the lingering fear and uncert",4,0.0,1.25,6.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0152201-004-0010,4,1,52201.0,152201,steady,0,Pick up the phone to call a friend,social,social,Pick up the phone to call a friend,1,Could not find target for message,failure,Pick up the phone to call a friend,"I'm sitting comfortably in my home, the sun streaming through the window as I reflect on a peaceful day that's been devoid of any drama. I feel a gentle sense of relief, reaching for my phone to touch base with a friend, enjoying the simplicity of today's tranquility.",1,50401.0,prev_snapshot,1800.0,1,1,1,1,0,,,0,0,social_contact_coordination,llm_primary,llm_primary,ok,0.9,"step_type: social, step_intention: Pick up the phone to call a friend, step_outcome: failure, step_eval_text: Could not find target for message",0,no_event,0.61536260213062,0.21107019882479833,0.08831961930133504,0.1946033817819867,0.29938981812613336,cache_hit,llm_unified_primary,llm_primary,ok,0.8,"step_type: social, step_intention: Pick up the phone to call a friend, step_outcome: failure, step_eval_text: Could not find target for message",1,runtime_snapshot,"I'm sitting comfortably in my home, the sun streaming through the window as I reflect on a peaceful day that's been devoid of any drama. I feel a gentle sense of relief, reaching for my phone to touch base with a friend, enjoying the simpli",0,1.0,0.0,5.0,low,hybrid,attempt_hazard,3,2,0,
fbef2127-0159401-001-0015,1,1,59401.0,159401,steady,0,Order the meal choice based on preference,hungry,economy,Order the meal choice based on preference,1,Finished executing Order the meal choice based on preference,success,Order the meal choice based on preference,"As I stroll through the sunny park, the warmth feels like a gentle embrace, and my heart fills with a blend of mild joy and a lingering fear, as the tranquility of today's quiet day offers a comforting contrast to my usual anxiousness when faced with complex tasks like ordering food online.",1,57601.0,prev_snapshot,1800.0,1,1,1,1,0,,,0,0,ecommerce_order_flow,llm_primary,llm_primary,ok,0.9,"step_type indicates economy and step_intention matches order flow, with moderate digital experience and low vision_limit suggesting ease of digital interaction",0,no_event,0.3658499147565246,0.06448162199868891,0.24418303800871463,0.2006320290048123,0.30866466000740356,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type indicates economy and step_intention matches order flow, with moderate digital experience and low vision_limit suggesting ease of digital interaction",1,runtime_snapshot,"As I stroll through the sunny park, the warmth feels like a gentle embrace, and my heart fills with a blend of mild joy and a lingering fear, as the tranquility of today's quiet day offers a comforting contrast to my usual anxiousness when ",2,0.0,1.25,15.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0159401-003-0004,3,1,59401.0,159401,steady,0,Set the table with appropriate settings,hungry,other,Set the table with appropriate settings,1,Finished executing Set the table with appropriate settings,success,Set the table with appropriate settings,"I'm settling in for the evening, feeling a touch of tranquility despite the weight of memories and the uncertainties that sometimes creep into my thoughts. I'm putting the finishing touches on setting the table, making sure everything is in place before I sit down to a meal alone, a peaceful routine in these quiet moments.",1,57601.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,app_update_permission,min_stage_attempt_force,random_fallback,non_digital,0.0,"step_type is 'other' and step_intention is 'Set the table with appropriate settings', indicating a non-digital scenario.",0,no_event,0.5712898621504923,0.10626430354914072,0.3246530119192834,0.2800962550544757,0.43091731546842416,ok,llm_unified_primary,llm_primary,non_digital,0.0,"step_type is 'other' and step_intention is 'Set the table with appropriate settings', indicating a non-digital scenario.",1,runtime_snapshot,"I'm settling in for the evening, feeling a touch of tranquility despite the weight of memories and the uncertainties that sometimes creep into my thoughts. I'm putting the finishing touches on setting the table, making sure everything is in",2,0.0,1.25,15.0,low,hybrid,attempt_hazard,4,2,1,
fbef2127-0214401-006-0017,6,2,14401.0,214401,steady,0,Ensure there is sufficient utensils and place settings for eating,hungry,other,Ensure there is sufficient utensils and place settings for eating,1,Finished executing Ensure there is sufficient utensils and place settings for eating,success,Ensure there is sufficient utensils and place settings for eating,"I'm sipping on my morning coffee, scanning through my notifications for any updates, and feeling a warm satisfaction from the peace and quiet of this sunny morning, while also slightly regretting not having much to look forward to.",2,12601.0,prev_snapshot,1800.0,1,1,1,1,0,,,0,0,digital_general,llm_primary,llm_primary,ok,0.8,step_type 'other' and step_intention 'Ensure there is sufficient utensils and place settings for eating' indicate a general digital interaction.,0,no_event,0.8618101200748749,0.023137947679897384,0.13495841078968787,0.10276263300523042,0.15809635846958525,ok,llm_unified_primary,llm_primary,ok,0.7,step_type 'other' and step_intention 'Ensure there is sufficient utensils and place settings for eating' indicate a general digital interaction.,0,runtime_snapshot,"I'm sipping on my morning coffee, scanning through my notifications for any updates, and feeling a warm satisfaction from the peace and quiet of this sunny morning, while also slightly regretting not having much to look forward to.",2,0.0,1.25,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0255801-005-0001,5,2,55801.0,255801,shock,1,Prepare the bedroom by setting the temperature to 23C,tired,other,Prepare the bedroom by setting the temperature to 23C,1,Finished executing Prepare the bedroom by setting the temperature to 23C,success,Prepare the bedroom by setting the temperature to 23C,"Today, I'm taking a moment to prepare for the night, turning the temperature down to a comfortable 23C in the sunny warmth of my room, and I find myself reflecting on the quiet days of gratitude and contentment that have brought a sense of peace.",2,54001.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,digital_general,llm_primary,llm_primary,ok,0.9,step_type 'other' and step_intention 'Prepare the bedroom by setting the temperature to 23C' indicate a general digital interaction.,0,no_event,0.5435911960100553,0.19329784060535934,0.2824478435992882,0.4757456842046476,0.4757456842046476,ok,llm_unified_primary,llm_primary,ok,0.8,step_type 'other' and step_intention 'Prepare the bedroom by setting the temperature to 23C' indicate a general digital interaction.,1,runtime_snapshot,"Today, I'm taking a moment to prepare for the night, turning the temperature down to a comfortable 23C in the sunny warmth of my room, and I find myself reflecting on the quiet days of gratitude and contentment that have brought a sense of ",1,0.0,1.25,15.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0263001-002-0001,2,2,63001.0,263001,shock,1,Prepare the bedroom for sleep by setting the temperature to comfortable,tired,other,Prepare the bedroom for sleep by setting the temperature to comfortable,1,Sleep: Prepare the bedroom for sleep by setting the temperature to comfortable,success,Prepare the bedroom for sleep by setting the temperature to comfortable,"As I settle into the evening, I take a moment to appreciate the quiet calm after a day of balanced emotions, setting my home's temperature to a comfortable level, ready to relax and sleep in my familiar bedroom.",2,61201.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,app_update_permission,min_stage_attempt_force,random_fallback,parse_failed,0.0,min_stage_attempt_force,0,no_event,0.701245563971424,0.19148478762992932,0.2661495496433768,0.4576343372733061,0.4576343372733061,ok,llm_unified_primary,llm_primary,parse_failed,0.0,,1,runtime_snapshot,"As I settle into the evening, I take a moment to appreciate the quiet calm after a day of balanced emotions, setting my home's temperature to a comfortable level, ready to relax and sleep in my familiar bedroom.",0,0.0,1.0,0.0,unknown,hybrid,attempt_hazard,2,1,1,
fbef2127-0266601-002-0002,2,2,66601.0,266601,shock,1,Ensure all digital devices are on silent or turned off,tired,other,Ensure all digital devices are on silent or turned off,1,Finished executing Ensure all digital devices are on silent or turned off,success,Ensure all digital devices are on silent or turned off,"I'm settling into the tranquility of the evening, the sun setting over the city outside, and feeling a sense of relief after a day that balanced the gamut of emotions but brought no turmoil. I'm ensuring my devices are on silent, ready to unwind and sleep soundly.",2,64801.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,digital_general,llm_primary,llm_primary,ok,0.9,"step_type matches digital action, step_outcome indicates success, and status_summary suggests digital device management",0,no_event,0.7804843879166543,0.17058302463431937,0.2768489709326789,0.4474319955669983,0.4474319955669983,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type matches digital action, step_outcome indicates success, and status_summary suggests digital device management",1,runtime_snapshot,"I'm settling into the tranquility of the evening, the sun setting over the city outside, and feeling a sense of relief after a day that balanced the gamut of emotions but brought no turmoil. I'm ensuring my devices are on silent, ready to u",2,0.0,1.25,15.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0270201-001-0001,1,2,70201.0,270201,shock,1,Prepare for bed by setting the room temperature to 23°C,tired,other,Prepare for bed by setting the room temperature to 23°C,1,Finished executing Prepare for bed by setting the room temperature to 23°C,success,Prepare for bed by setting the room temperature to 23°C,"I'm settling into a tranquil evening, my room's temperature set to a comfortable 23°C, feeling a warm sense of relief from the day's quiet calm, a touch of joy mixed with a hint of unease over the lack of stimulation.",2,68401.0,prev_snapshot,1800.0,1,1,1,1,0,登录常用服务并完成验证码/实名核验,safe,1,0,digital_general,llm_primary,llm_primary,ok,0.9,"step_type indicates 'other', step_intention matches intention, step_outcome is success, and status_text indicates a tranquil evening with set room temperature.",0,no_event,0.9689103178126199,0.19543705546137297,0.26365486409074546,0.4590919195521184,0.4590919195521184,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type indicates 'other', step_intention matches intention, step_outcome is success, and status_text indicates a tranquil evening with set room temperature.",1,runtime_snapshot,"I'm settling into a tranquil evening, my room's temperature set to a comfortable 23°C, feeling a warm sense of relief from the day's quiet calm, a touch of joy mixed with a hint of unease over the lack of stimulation.",0,0.0,1.25,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0309001-001-0002,1,3,9001.0,309001,shock,1,Set the alarm for a morning wake-up call,tired,other,Set the alarm for a morning wake-up call,1,Sleep: Set the alarm for a morning wake-up call,success,Set the alarm for a morning wake-up call,"As I drift into sleep, a serene feeling of tranquility washes over me, a welcome reprieve from the day's uncertainties, knowing that tomorrow, like all others, will continue in its familiar, safe rhythm.",3,7201.0,prev_snapshot,1800.0,1,1,1,1,0,登录常用服务并完成验证码/实名核验,safe,1,0,digital_general,llm_primary,llm_primary,ok,0.9,"step_type matches digital activity, step_outcome indicates success, and status_text suggests a digital action",0,no_event,0.4786026874034025,0.21775518160974805,0.2515832543084642,0.4693384359182122,0.4693384359182122,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type matches digital activity, step_outcome indicates success, and status_text suggests a digital action",0,runtime_snapshot,"As I drift into sleep, a serene feeling of tranquility washes over me, a welcome reprieve from the day's uncertainties, knowing that tomorrow, like all others, will continue in its familiar, safe rhythm.",1,0.0,1.0,0.0,unknown,hybrid,attempt_hazard,2,1,1,
fbef2127-0343201-003-0001,3,3,43201.0,343201,shock,1,Identify shopping list,safe,other,Identify shopping list,1,Finished executing Identify shopping list,success,Identify shopping list,"I am alone in the warm sun, carefully considering my shopping list, and as I reflect on my day's simple peace, the thought of my husband's memory brings a small, comforting warmth.",3,41401.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,ecommerce_order_flow,min_stage_attempt_force,random_fallback,ok,0.5,"step_type 'other' and step_intention 'Identify shopping list' suggest a general digital interaction, with moderate environmental and profile factors contributing to the confidence level.",1,negative,0.04641646704931446,0.29494356559485985,0.3240527467127649,0.6189963123076248,0.6189963123076248,ok,llm_unified_primary,llm_primary,ok,0.5,"step_type 'other' and step_intention 'Identify shopping list' suggest a general digital interaction, with moderate environmental and profile factors contributing to the confidence level.",1,runtime_snapshot,"I am alone in the warm sun, carefully considering my shopping list, and as I reflect on my day's simple peace, the thought of my husband's memory brings a small, comforting warmth.",0,0.0,1.25,15.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0345001-003-0002,3,3,45001.0,345001,shock,1,Pull out a notebook and pen to start writing the shopping list,Reorganize the shopping cart and simplify the shopping process to reduce confusion and increase satisfaction,other,Pull out a notebook and pen to start writing the shopping list,1,Finished executing Pull out a notebook and pen to start writing the shopping list,success,Pull out a notebook and pen to start writing the shopping list,"I sit comfortably in my modest home, feeling a gentle warmth from the sunny day outside as I reach for my notebook and pen, my heart lightened by the quiet satisfaction of simple tasks. The peace and solitude today are a balm to the ache of missing my dear husband, each quiet moment a reminder of the simple joys that can be found in tranquility.",3,43201.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,ecommerce_order_flow,min_stage_attempt_force,random_fallback,non_digital,0.0,No digital evidence found in the context.,1,negative,0.1985131192028493,0.32005497976897024,0.340438089823336,0.6604930695923062,0.6604930695923062,ok,llm_unified_primary,llm_primary,non_digital,0.0,No digital evidence found in the context.,1,runtime_snapshot,"I sit comfortably in my modest home, feeling a gentle warmth from the sunny day outside as I reach for my notebook and pen, my heart lightened by the quiet satisfaction of simple tasks. The peace and solitude today are a balm to the ache of",0,0.0,1.25,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0346801-003-0003,3,3,46801.0,346801,shock,1,"Categorize the items on the shopping list into produce, dairy, and household sections",Reorganize the shopping cart and simplify the shopping process to reduce confusion and increase satisfaction,other,"Categorize the items on the shopping list into produce, dairy, and household sections",1,"Finished executing Categorize the items on the shopping list into produce, dairy, and household sections",success,"Categorize the items on the shopping list into produce, dairy, and household sections","I'm sitting quietly at home, the sun warming the room, as I carefully divide my shopping list into distinct sections, feeling a sense of contentment from the simplicity of organizing my daily needs.",3,45001.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,ecommerce_order_flow,min_stage_attempt_force,random_fallback,non_digital,0.0,"step_type is 'other' and step_intention is 'Categorize the items on the shopping list into produce, dairy, and household sections', indicating a non-digital activity.",1,negative,0.1501486262590882,0.37210663972921365,0.3300522400568847,0.45640327186096397,0.7021588797860984,ok,llm_unified_primary,llm_primary,non_digital,0.0,"step_type is 'other' and step_intention is 'Categorize the items on the shopping list into produce, dairy, and household sections', indicating a non-digital activity.",1,runtime_snapshot,"I'm sitting quietly at home, the sun warming the room, as I carefully divide my shopping list into distinct sections, feeling a sense of contentment from the simplicity of organizing my daily needs.",1,0.0,1.0,30.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0350401-001-0003,1,3,50401.0,350401,shock,1,Call a friend to catch up,social,social,Call a friend to catch up,1,Could not find target for message,failure,Call a friend to catch up,"I'm taking a leisurely walk in the sunny park, enjoying the tranquility of a quiet afternoon. Despite the warmth, I can't help but feel a twinge of unease, a testament to my cautious nature that's stirred by thoughts of life's uncertainties.",3,48601.0,prev_snapshot,1800.0,1,1,1,1,0,登录常用服务并完成验证码/实名核验,safe,1,0,social_contact_coordination,matched,rule_fallback,non_digital,0.0,"step_type: social, step_intention: Call a friend to catch up, step_outcome: failure, step_eval_text: Could not find target for message, status_text: 1, env_levels: {'friction': 2, 'malicious': 2, 'complexity': 2, 'risk': 2, 'assist': 0, 'ac",1,negative,0.19308036876555612,0.5920469078432254,0.062052972919851845,0.8176248509538466,0.6540998807630773,ok,llm_unified_primary,llm_primary,non_digital,0.0,"step_type: social, step_intention: Call a friend to catch up, step_outcome: failure, step_eval_text: Could not find target for message, status_text: 1, env_levels: {'friction': 2, 'malicious': 2, 'complexity': 2, 'risk': 2, 'assist': 0, 'ac",1,runtime_snapshot,"I'm taking a leisurely walk in the sunny park, enjoying the tranquility of a quiet afternoon. Despite the warmth, I can't help but feel a twinge of unease, a testament to my cautious nature that's stirred by thoughts of life's uncertainties",0,1.0,0.0,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0352201-001-0004,1,3,52201.0,352201,shock,1,Pick up the phone,social,social,Pick up the phone,1,Finished executing Pick up the phone,success,Pick up the phone,"Beneath the serene sun, I stand in the park, feeling a blend of tranquility and anxiety, as the ease of the day contrasts with the unease of life's unpredictability. The phone in my hand, with its familiar weight, beckons me to connect with the outside world, offering a simple escape from the day's quiet introspection.",3,50401.0,prev_snapshot,1800.0,1,1,1,1,0,登录常用服务并完成验证码/实名核验,safe,1,0,social_contact_coordination,llm_primary,llm_primary,ok,0.9,"step_type: social, step_intention: Pick up the phone, status_text: 1, env_levels: friction=2, malicious=2, complexity=2, risk=2, assist=0, accessibility=0, human_support=0, profile: digital_experience=0.2, vision_limit=0.6, past_fraud=0.4",1,positive,0.40281163126261976,0.2199295409785092,0.28658956276361475,0.633148879677655,0.5065191037421239,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type: social, step_intention: Pick up the phone, status_text: 1, env_levels: friction=2, malicious=2, complexity=2, risk=2, assist=0, accessibility=0, human_support=0, profile: digital_experience=0.2, vision_limit=0.6, past_fraud=0.4",1,runtime_snapshot,"Beneath the serene sun, I stand in the park, feeling a blend of tranquility and anxiety, as the ease of the day contrasts with the unease of life's unpredictability. The phone in my hand, with its familiar weight, beckons me to connect with",0,0.0,1.25,2.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0352201-003-0004,3,3,52201.0,352201,shock,1,Finalize the shopping list and place it in a visible spot for later reference,Reorganize the shopping cart and simplify the shopping process to reduce confusion and increase satisfaction,other,Finalize the shopping list and place it in a visible spot for later reference,1,Finished executing Finalize the shopping list and place it in a visible spot for later reference,success,Finalize the shopping list and place it in a visible spot for later reference,"I am quietly planning my shopping, arranging the list with care so that I can navigate the store easily, and I feel a gentle peace as I set it where I can see it later, reflecting on the simple pleasures of the day.",3,50401.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,ecommerce_order_flow,min_stage_attempt_force,random_fallback,parse_failed,0.0,min_stage_attempt_force,0,no_event,0.9817863276649176,0.35116679806138823,0.35914284570349947,0.461701268447177,0.7103096437648877,ok,llm_unified_primary,llm_primary,parse_failed,0.0,,1,runtime_snapshot,"I am quietly planning my shopping, arranging the list with care so that I can navigate the store easily, and I feel a gentle peace as I set it where I can see it later, reflecting on the simple pleasures of the day.",4,0.0,1.25,15.0,low,hybrid,attempt_hazard,4,2,1,
fbef2127-0354001-001-0005,1,3,54001.0,354001,shock,1,Call a friend,social,social,Call a friend,1,Could not find target for message,failure,Call a friend,"I'm enjoying a serene stroll in the park, the sun casting a warm glow, my mind at ease after a peaceful day.",3,52201.0,prev_snapshot,1800.0,1,1,1,1,0,登录常用服务并完成验证码/实名核验,safe,1,0,social_contact_coordination,matched,rule_fallback,parse_failed,0.0,matched,0,no_event,0.5955268961509522,0.6173191405187836,0.0633064880129806,0.4424066585456467,0.6806256285317641,ok,llm_unified_primary,llm_primary,parse_failed,0.0,,1,runtime_snapshot,"I'm enjoying a serene stroll in the park, the sun casting a warm glow, my mind at ease after a peaceful day.",1,1.0,0.0,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0354001-003-0005,3,3,54001.0,354001,shock,1,"If needed, use a digital shopping list app to organize items on my phone",Reorganize the shopping cart and simplify the shopping process to reduce confusion and increase satisfaction,other,"If needed, use a digital shopping list app to organize items on my phone",1,"Finished executing If needed, use a digital shopping list app to organize items on my phone",success,"If needed, use a digital shopping list app to organize items on my phone","I'm enjoying a peaceful afternoon at home, savoring the quiet moments of tranquility and reflection amidst the sunny day, and contemplating using a digital shopping list app to organize my errands.",3,52201.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,digital_general,llm_primary,llm_primary,ok,0.9,"step_type indicates 'other', step_intention matches intention, step_outcome is 'success', and status_text confirms execution",0,no_event,0.7404003558730967,0.3832405680213411,0.3356677382464518,0.4672903990740654,0.7189083062677929,ok,llm_unified_primary,llm_primary,ok,0.8,"step_type indicates 'other', step_intention matches intention, step_outcome is 'success', and status_text confirms execution",1,runtime_snapshot,"I'm enjoying a peaceful afternoon at home, savoring the quiet moments of tranquility and reflection amidst the sunny day, and contemplating using a digital shopping list app to organize my errands.",5,0.0,1.0,20.0,low,hybrid,attempt_hazard,4,2,1,
fbef2127-0361201-002-0003,2,3,61201.0,361201,shock,1,Reach out to a neighbor to chat and share a smile,safe,social,Reach out to a neighbor to chat and share a smile,1,Could not find target for message,failure,Reach out to a neighbor to chat and share a smile,"As the sun bathes the neighborhood in warmth, I'm enjoying the serenity of a peaceful afternoon, my mood lifted by a simple chat with a neighbor and a satisfying sense of calm that washes over me in this tranquil moment.",3,59401.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,social_contact_coordination,matched,rule_fallback,non_digital,0.0,"step_type: social, step_intention: Reach out to a neighbor to chat and share a smile, step_outcome: failure, step_eval_text: Could not find target for message, status_text: 1, env_levels: {'friction': 2, 'malicious': 2, 'complexity': 2, 'ri",1,positive,0.7996683532082003,0.5713465692810675,0.07204176188100092,0.8042354139525856,0.6433883311620685,ok,llm_unified_primary,llm_primary,non_digital,0.0,"step_type: social, step_intention: Reach out to a neighbor to chat and share a smile, step_outcome: failure, step_eval_text: Could not find target for message, status_text: 1, env_levels: {'friction': 2, 'malicious': 2, 'complexity': 2, 'ri",1,runtime_snapshot,"As the sun bathes the neighborhood in warmth, I'm enjoying the serenity of a peaceful afternoon, my mood lifted by a simple chat with a neighbor and a satisfying sense of calm that washes over me in this tranquil moment.",3,1.0,0.0,5.0,low,hybrid,attempt_hazard,2,1,1,
fbef2127-0363001-004-0001,4,3,63001.0,363001,shock,1,Pick up the phone,social,other,Pick up the phone,1,Successfully returned home (already at home),success,Pick up the phone,"I'm sitting comfortably in my quiet home, the sun streaming in through the windows, feeling a sense of relief that today has been peaceful and incident-free. I'm contemplating reaching out to a friend, knowing I enjoy simple, straightforward interactions.",3,61201.0,prev_snapshot,1800.0,1,1,0,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,social_contact_coordination,llm_primary,llm_primary,ok,0.9,"step_signal indicates intention to pick up the phone, status_summary suggests social interaction, and env_levels indicate low friction and support.",1,negative,0.09465364048022662,0.12550216501738856,0.1979563869927306,0.40432319001264894,0.3234585520101192,ok,llm_unified_primary,llm_primary,ok,0.8,"step_signal indicates intention to pick up the phone, status_summary suggests social interaction, and env_levels indicate low friction and support.",0,runtime_snapshot,"I'm sitting comfortably in my quiet home, the sun streaming in through the windows, feeling a sense of relief that today has been peaceful and incident-free. I'm contemplating reaching out to a friend, knowing I enjoy simple, straightforwar",0,0.0,1.0,0.0,unknown,hybrid,attempt_hazard,3,2,1,
fbef2127-0364801-002-0004,2,3,64801.0,364801,shock,1,Prepare a relaxing evening by setting up a comfortable space,safe,other,Prepare a relaxing evening by setting up a comfortable space,1,Finished executing Prepare a relaxing evening by setting up a comfortable space,success,Prepare a relaxing evening by setting up a comfortable space,"After a long day as a community helper, I'm now enjoying a quiet evening at home, my mind settled in the familiar comfort of my space, ready to unwind and savor the peaceful calm of a routine day in this warm, sunny night.",3,63001.0,prev_snapshot,1800.0,1,1,1,1,0,在手机上完成线上缴费并确认支付结果,finance,1,0,digital_general,llm_primary,llm_primary,ok,0.9,step_type 'other' and step_eval_text 'Finished executing Prepare a relaxing evening by setting up a comfortable space' indicate a general digital activity.,1,positive,0.4461762263406005,0.18392765547180814,0.25851368646357137,0.5530516774192243,0.44244134193537954,ok,llm_unified_primary,llm_primary,ok,0.8,step_type 'other' and step_eval_text 'Finished executing Prepare a relaxing evening by setting up a comfortable space' indicate a general digital activity.,1,runtime_snapshot,"After a long day as a community helper, I'm now enjoying a quiet evening at home, my mind settled in the familiar comfort of my space, ready to unwind and savor the peaceful calm of a routine day in this warm, sunny night.",1,0.0,1.0,30.0,low,hybrid,attempt_hazard,2,1,1,
