step_idx,day,t,parent_id,behavior_coarse,action,status,score,action_hits,status_hits,friction_subtype,subtype_matched_tokens
409,4,44101.0,500008356,出行移动,Return home from current location,"""I'm returning home from a leisurely afternoon spent exploring new tech features and chatting with neighbors online, my mind calm and content in the sunshine and the gentle warmth of 23-degree weather, feeling a satisfying blend of relief and serenity from the day's tranquil activities.""",3.0,,chat|online,social_contact_coordination,chat
432,4,64801.0,500001485,数字设备与账号操作,Turn off any electronic devices to avoid distractions,"""As I settle into the calm of evening, my hands tremble at the thought of touching any digital device, and I feel a quiet contentment in the solitude, my eyes tracing the sunny afternoon's warmth through half-closed lids, a gentle anticipation for the tranquility of sleep.""",3.9,device,device|digital,app_update_permission,device|digital
432,4,64801.0,500004777,放松与情绪调节,Engage in a calming activity to relax mind and body,"""I'm relaxing at home after a quiet day, feeling a sense of relief that the day has been uneventful, though I can't help but double-check my online accounts for security, as I tend to be cautious and prefer straightforward interactions with technology.""",7.0,,account|accounts|online,account_auth_security,account|accounts
436,4,68401.0,500008356,出行移动,Return home from current location,"""As the sun sets and the day's warmth remains, I'm navigating through my city, my fingers dancing across my smartphone screen, searching for the familiar route home. Despite the uneventful day, a sense of calm and relief washes over me, as the gentle sunset paints the sky in soft hues.""",2.0,,phone|smartphone,app_update_permission,phone|smartphone
437,4,69301.0,500001485,数字设备与账号操作,Turn off electronic devices to relax,"""As the sun sets and the temperature cools to a comfortable 23 degrees, I find myself at ease, turning off my devices to seek a moment of tranquility. Despite the quiet day without major events, a sense of serene optimism lingers within me, hoping for the tranquility to carry over into the night.""",2.9,device,device,app_update_permission,device
437,4,69301.0,500004777,购物采购,Check inventory for necessary ingredients,"""I'm comfortably home, my fingers dancing over the phone screen to check my inventory, my mind settled as I'm thankful for the quiet day's end under a clear, warm sun.""",8.3,inventory,inventory|phone,ecommerce_order_flow,inventory
438,4,70201.0,500001485,数字设备与账号操作,Turn off electronic devices to relax,"""As I sit in the quiet of my home, the sun casting a warm glow through the window, I feel a sense of peace. I'm turning off my electronic devices, hoping to unwind and embrace the calm after a day of cautious anticipation.""",2.9,device,device,app_update_permission,device
443,4,74701.0,500021755,购物采购,Select items from the shopping list,"""As I leisurely stroll through the sunny park, my mind remains calm and content, savoring the peaceful routine of my day, and I find myself reaching for my phone to select items from my shopping list.""",8.3,shopping list,phone|shopping list,ecommerce_order_flow,shopping list
445,4,76501.0,500001485,购物采购,Prepare a shopping list based on daily necessities,"""As I sit in the quiet comfort of my home, the sun casting a warm glow through the window, I find myself with a mix of contentment and a hopeful anticipation for what tomorrow may bring. Today felt serene, and while I'm not active, I'm making a shopping list for daily needs, a task that brings me a sense of order in this moment of calm.""",9.3,shopping list,order|shopping list,ecommerce_order_flow,order|shopping list
446,4,77401.0,500001485,购物采购,Prepare a shopping list based on daily necessities,"""I'm sitting in the comfort of my small living room, a peaceful atmosphere enveloping me as I sip on a glass of tea, the gentle glow of the sun outside casting a serene ambiance. My heart is brimming with a quiet hope, even as I prepare my shopping list for the necessities that will keep me afloat through another day.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
446,4,77401.0,500008356,出行移动,Return to home from current location,"""As I navigate the sunny evening, I'm feeling a sense of relief, the uneventful day having left me with a mixture of emotions. The quiet of the evening calls me to return home, where I can unwind and bid farewell to the day's mix of sadness and fleeting joy.""",2.0,,call,social_contact_coordination,call
449,4,80101.0,500004777,数字设备与账号操作,Turn off all electronic devices to create a sleep-friendly environment,"""After a day of managing tasks and maintaining a balance between simplicity and security, I'm now sitting in the comfort of my home, turning off the last of my electronic devices with a sense of relief, as the calm evening and the warmth of 23 degrees under the clear sun outside sets a tranquil stage for sleep.""",5.6,device|friend,device,social_contact_coordination,friend
450,4,81001.0,500062228,购物采购,Plan the shopping list based on needs and preferences,"""As I sit in the calm glow of sunset, feeling a warm 23-degree breeze, I'm preparing my shopping list with a mix of curiosity and a hint of apprehension, knowing that the complexity of online shopping is something I often prefer to avoid.""",9.3,shopping list,app|online|shopping list,ecommerce_order_flow,shopping list
451,4,81901.0,500062228,购物采购,Plan the shopping list based on needs and preferences,"""As I bask in the gentle sunlight streaming through my window, I'm contentedly planning my shopping list, my mind filled with the quiet simplicity of a peaceful evening.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
452,4,82801.0,500061990,放松与情绪调节,Enjoy the quiet moments of the home environment,"""I'm comfortably settled at home, relishing the tranquility of the evening sun as I reflect on the peaceful day, feeling content with the simple joys it brought and the absence of any digital disturbances that typically irritate me.""",3.0,,call|digital,social_contact_coordination,call
469,5,11701.0,500004777,数字设备与账号操作,Remove all electronic devices to reduce distractions,"""In this tranquil, sunny weather at 3:15 in the morning, I've settled in to a state of contentment, my mind at peace as I lay in bed with my devices tucked away, seeking the simplicity of quiet solitude.""",2.9,device,device,app_update_permission,device
470,5,12601.0,500004777,数字设备与账号操作,Remove all electronic devices to reduce distractions,"""I'm nestled in the tranquility of my home at 3:30 in the morning, the sun's gentle warmth filtering through the windows, as I'm feeling a serene relief from the quiet calm of a day that went by without a hitch. It's a moment to appreciate the simple beauty of stillness and the peace of routine.""",2.9,device,app,app_update_permission,app|device
470,5,12601.0,500010094,社交沟通,Check the contact information of friends,"""I am sitting quietly in my living room, the sun streaming in through the window, feeling a touch of disappointment as I struggle with the task of updating my friends' contact information. The calm day brings a sense of balance to my varied emotions, and I cling to a quiet hope for the future, despite the anticipation of the unknown.""",17.7,contact|friend|friends,app|contact|friend|friends,social_contact_coordination,contact|friend|friends
471,5,13501.0,500010094,社交沟通,Identify friends to contact,"""As I sit in the quiet solitude of my apartment, the sun shining through the window casting a warm glow, I'm reaching out to my friends through\u5fae\u4fe1, feeling a mix of hope and tranquility. The calm day offers a brief respite from the concerns that often weigh on me, especially regarding online transactions.""",14.7,contact|friend|friends,friend|friends|online,social_contact_coordination,contact|friend|friends
474,5,16201.0,500042946,出行移动,Return home from current location,"""I'm strolling back to my home, the sun warming my face as I navigate the familiar streets with the help of my smartphone. Despite the uneventful day, a sense of relief washes over me, finding comfort in the simplicity of returning to the quiet of my abode.""",2.0,,phone|smartphone,app_update_permission,phone|smartphone
480,5,21601.0,500042946,放松与情绪调节,Prepare a relaxing environment,"""As the sun rises and the temperature gently warms the air, I'm quietly settling into my morning, my hands navigating the familiar interface of my smartphone to set up the perfect conditions for a day I hope will be as uneventful and tranquil as yesterday was.""",2.0,,phone|smartphone,app_update_permission,phone|smartphone
484,5,25201.0,500004777,放松与情绪调节,Reflect on the day's peace and simplicity,"""I'm sipping on my morning coffee, the sun shining warmly through the window, feeling a sense of relief and contentment as I reflect on the simplicity and peace that has surrounded me today. The quiet routine of checking my apps and managing the day's tasks has brought me a calm satisfaction.""",2.0,,app|apps,app_update_permission,app|apps
487,5,27901.0,500063497,出行移动,Return home from current location,"""This morning, I'm cautiously returning home, my steps are slower due to poor vision and my nerves are on edge from the memory of that unsettling phone call. Despite the bright sun and the warmth of 23 degrees, I find myself feeling a blend of peace and unease, a quiet anticipation of what my day will bring, as I seek the safety and simplicity of my home.""",3.0,,call|phone,social_contact_coordination,call
498,5,37801.0,500062228,数字设备与账号操作,Turn off all electronic devices to reduce distractions,"""I am sitting comfortably at home, basking in the sunny weather, my day feeling serene and uneventful, as I turn off my devices to savor the tranquility and reflect on the simplicity that brings me contentment.""",2.9,device,device,app_update_permission,device
503,5,42301.0,500062228,购物采购,Review and prepare shopping list,"""I'm currently relaxing at home, enjoying the sunny weather, and am in the process of reviewing my shopping list, feeling a mix of anticipation and contentment, even though I haven't had any major stress or excitement today.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
506,5,45001.0,500062228,数字设备与账号操作,"Choose the most convenient shopping method (e.g., online or physical store)","""I am enjoying a peaceful afternoon, basking in the sunshine while contemplating the simplicity of a quiet day, feeling a sense of contentment from the ease of a shopping trip, despite my preference for personal assistance over digital hurdles.""",2.9,online,digital,app_update_permission,digital|online
526,5,63001.0,500055027,出行移动,Return to the house,"""I've just finished exploring a new app on my phone\u2014always looking for that helpful tip or smooth process\u2014now, I'm heading back home, feeling a sense of relief after a day that was serene yet emotional, with moments ranging from joy to mild unease.""",2.0,,app|phone,app_update_permission,app|phone
532,5,68401.0,500001485,放松与情绪调节,Engage in a calming activity to reinforce the feeling of hope,"""I am safely nestled in my cozy home, the sun setting outside casting a peaceful glow. My mind is a calm ocean, with a gentle tide of hope ebbing through it, even as I navigate my cautious and familiar digital waters with trepidation.""",2.0,,digital|setting,app_update_permission,digital|setting
533,5,69301.0,500001485,放松与情绪调节,Engage in a calming activity to reinforce the feeling of hope,"""I am sitting in the comfort of my modest living room, the warmth of the sun filtering through the window, and I'm feeling a serene calm. My hands are steady as I navigate through the familiar news app on my phone, my eyes lingering on the stories of quiet triumphs and community resilience, each one a gentle reminder of the strength that lies within me.""",4.0,,app|phone|reminder,notification_risk_interrupt,reminder
534,5,70201.0,500054896,购物采购,Review necessary shopping list,"""Today, as the sun still gleams outside, I'm settled at home, my mind at ease from the quiet day's simple joy. I feel a warm sense of contentment, as I go through my shopping list, ready to enjoy some peace at the local market.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
544,5,79201.0,500004777,数字设备与账号操作,Pick up the phone and call a friend,"""I'm sipping a cup of tea in the quiet of my living room, the sun setting through my window casting a warm glow, feeling a profound sense of relief that today's tranquility has brought me a day of peace and simplicity.""",8.3,call|friend|phone,setting,social_contact_coordination,call|friend
551,5,85501.0,500044556,放松与情绪调节,Appreciate the tranquility of the evening,"""I am enjoying a serene evening, strolling through the park with the sun casting a gentle glow, feeling content in the simplicity of my routine and the tranquility of this peaceful night.""",1.1,app,,app_update_permission,app
552,6,1.0,500044556,放松与情绪调节,Appreciate the tranquility of the evening,"""I'm enjoying a peaceful walk in the park, the sun shining warmly, my heart content with the simple beauty of my evening routine.""",1.1,app,,app_update_permission,app
567,6,13501.0,500004777,数字设备与账号操作,Check for availability of friends online,"""As I sit comfortably in the warmth of a sunny afternoon, I'm casually browsing the internet with a sense of contentment, my eyes scanning for the familiar faces of friends I can reach out to, enjoying the peaceful simplicity of my routine.""",11.3,friend|friends|online,friend|friends,social_contact_coordination,friend|friends
567,6,13501.0,500061990,购物采购,"Pack essentials or a small bag with wallet, shopping list, and water","""I'm wrapping up a satisfying day, feeling content with the tranquility and simplicity of my routine, as I prepare to go shopping, carrying a small bag with essentials and a water bottle, my wallet and a shopping list in hand.""",8.3,shopping list,app|shopping list,ecommerce_order_flow,shopping list
571,6,17101.0,500062228,数字设备与账号操作,Prepare for sleep by turning off electronic devices,"""I am winding down for the day, satisfied with the quiet simplicity of my uneventful routine, as I carefully shut off my electronic devices, preparing myself for a tranquil night in the warmth of my home.""",2.9,device,device,app_update_permission,device
576,6,21601.0,500001485,数字设备与账号操作,Turn off electronic devices and establish a calming routine,"""As the sun gently peeks through the curtains, I find myself in the quiet sanctuary of my home, the familiar warmth enveloping me. The calmness is a welcome contrast to the uncertainties of the world, and I am content, my heart softly humming with the gentle optimism of a future yet to unfold.""",1.9,device,,app_update_permission,device
577,6,22501.0,500062228,数字设备与账号操作,Pick up the phone or activate the video call device,"""I'm enjoying a peaceful morning, feeling content and serene after a quiet day; the sun is shining and my current intention is to reach out to friends, perhaps via a phone call or video chat.""",14.7,call|device|phone,call|chat|friend|friends|phone,social_contact_coordination,call|chat|friend|friends
582,6,27001.0,500001485,数字设备与账号操作,Turn off electronic devices to minimize light and noise,"""In this serene sunrise, I find myself at peace, adjusting the curtains to dim the morning light and silence the digital interruptions, as I contemplate the quiet resilience within me and the gentle optimism for my future, even though the day hasn't yet presented a clear goal or task.""",2.9,device,digital,app_update_permission,device|digital
583,6,27901.0,500055027,购物采购,Plan shopping list,"""I'm sipping my morning tea, scanning through the latest updates on my phone\u2014there's a sunny, peaceful vibe to this 23C morning, and I find myself contently planning out a shopping list, reflecting on yesterday's tranquility and the small pleasures it brings.""",12.3,shopping list,phone|shopping list|update|updates,ecommerce_order_flow,shopping list
598,6,41401.0,500000425,购物采购,Identify shopping list based on daily needs,"""I'm sitting in my cozy living room, the sun shining warmly through the window, as I contemplate my shopping list, reflecting on the day's tranquility despite the emotional rollercoaster it brought.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
599,6,42301.0,500001485,社交沟通,Retrieve a list of contact numbers for friends,"""As I sit in my sunny living room, the quiet hum of the day lulls me into a gentle optimism. My hands hover over the phone, my mind a mosaic of joy and the lingering sadness from my past experience, while I gently tap out a list of friends' numbers, each digit a thread weaving hope for connection.""",14.7,contact|friend|friends,friend|friends|phone,social_contact_coordination,contact|friend|friends
601,6,44101.0,500001485,数字设备与账号操作,Check phone contacts list for friends,"""I sit in the sunlit room, scanning through my phone contacts list, searching for friends amidst a mix of serene calm and quiet anticipation, a feeling that the days might soon bring change, both expected and unforeseen.""",26.4,contact|contacts|friend|friends|phone,contact|contacts|friend|friends|phone,social_contact_coordination,contact|contacts|friend|friends
604,6,46801.0,500001485,数字设备与账号操作,Select phone or device to call,"""Today, as the sun shines bright outside, I'm nestled in the comfort of my home, the warmth wrapping around me. I'm reaching for my phone, my fingers trembling slightly with a mix of anticipation and trepidation, as I weigh the decision to connect with old friends and the hope for a day filled with laughter and stories.""",11.7,call|device|phone,app|friend|friends|phone,social_contact_coordination,call|friend|friends
604,6,46801.0,500062228,数字设备与账号操作,Pick up the phone to call a friend,"""Today, under the bright sun and a comfortable 23 degrees Celsius, I find myself enjoying a tranquil moment, reaching out to a friend over the phone, appreciating the quietude of a day without complications and cherishing the simplicity of this uneventful, yet fulfilling time.""",11.3,call|friend|phone,app|friend|phone,social_contact_coordination,call|friend
605,6,47701.0,500001485,数字设备与账号操作,Check phone contacts for available friends,"""I sit comfortably in my small living room, the warm sunlight filtering through the window, as I carefully sift through my phone contacts, seeking the faces of friends that I can reach out to, hoping to share some of today's serene calm with them.""",26.4,contact|contacts|friend|friends|phone,contact|contacts|friend|friends|phone,social_contact_coordination,contact|contacts|friend|friends
606,6,48601.0,500001017,购物采购,Navigate within the store to find items on the shopping list,"""As I browse the aisles, I'm enjoying the calm of a sunny day with a light 23-degree breeze, and I find relief in the simplicity of my task, navigating the store for the items on my shopping list without any pressing urgency or emotional overload.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
607,6,49501.0,253576,购物采购,Navigate within the store to find items on the shopping list,"""I'm leisurely browsing the aisles of the store, appreciating the serene sunshine and the calming temperature, while carefully scanning my shopping list, my mood lightened by a day's peaceful solitude that contrasts the usual hustle and bustle.""",8.3,shopping list,app|shopping list,ecommerce_order_flow,shopping list
607,6,49501.0,500001485,社交沟通,Check the contact list for friends,"""As the sun shines warmly outside, I sit at my small table, my eyes straining slightly to trace the lines of my contact list on the phone screen, feeling a mix of peace and a quiet, persistent hope as I anticipate reconnecting with old friends.""",17.7,contact|friend|friends,contact|friend|friends|phone,social_contact_coordination,contact|friend|friends
607,6,49501.0,500004777,购物采购,Prepare the shopping list based on needs,"""I'm at home, enjoying the sunny weather, my mind gently reflecting on the day's peacefulness, as I prepare a simple shopping list, feeling a serene satisfaction from a day without disturbances.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
608,6,50401.0,500058864,购物采购,Navigate within the store to find items on the shopping list,"""I'm browsing the aisles of the store, content with the serene weather outside and the peacefulness it brings, as I methodically check off items on my shopping list, mindful of the clear steps that guide me through this routine, feeling a comforting sense of relief from the quiet day that's passed.""",9.3,shopping list,call|shopping list,ecommerce_order_flow,shopping list
610,6,52201.0,500004777,购物采购,Select items from the shopping list,"""I'm browsing through my shopping list, sifting through items methodically on my phone, the sunny weather outside offering a soothing backdrop to my calm, thoughtful selection process. I feel a contentment seeping through, knowing the day's tranquility and the simplicity of my current task.""",10.3,shopping list,call|phone|shopping list,ecommerce_order_flow,shopping list
611,6,53101.0,500004777,购物采购,Select items from the shopping list,"""I'm comfortably at home, my mind at ease with the simplicity of my tasks and the warmth of the sunny day, selecting items with a sense of satisfaction from my shopping list, even though I prefer straightforward interfaces.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
611,6,53101.0,500058864,购物采购,Plan shopping list based on known preferences,"""Today, with the sun shining brightly outside and the gentle warmth at 23 degrees, I'm settled in my comfortable home, mulling over a shopping list, grateful for the tranquil day that's brought a touch of relief amidst the usual blend of emotions.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
612,6,54001.0,500058864,购物采购,Plan shopping list based on known preferences,"""I'm lounging in my comfortable home, the sun shining through the window, as I sit down to meticulously craft my shopping list, appreciating the calm after a day of varied emotions.""",8.3,shopping list,app|shopping list,ecommerce_order_flow,shopping list
617,6,58501.0,500061990,数字设备与账号操作,Turn off all electronic devices,"""As I sit comfortably in my living room basking in the sun's warmth, I am content with the peace of this tranquil afternoon. Despite the day's quiet simplicity, my frustration with electronic gadgets subsides, allowing me to relish the moment of switching off all devices and escaping the digital chaos.""",3.9,device,device|digital,app_update_permission,device|digital
619,6,60301.0,500049179,数字设备与账号操作,Call a friend for a phone chat,"""I'm sipping on a cool drink, feeling a touch of relief as the sun shines warmly on me. I'm on the lookout for a friend to share a friendly chat with, hoping to unwind with some familiar voices.""",14.0,call|chat|friend|phone,chat|friend,social_contact_coordination,call|chat|friend
623,6,63901.0,500004777,社交沟通,Select appropriate friends to contact,"""I've finished my tasks for the day and am now enjoying the pleasant sun outside, my mind calm and content, selecting a few close friends to reach out to, as I prefer their simple communication style.""",14.8,app|contact|friend|friends,friend|friends,social_contact_coordination,contact|friend|friends
626,6,66601.0,500004777,数字设备与账号操作,Check for phone contacts,"""As the sun casts a warm glow, I sit in the quiet comfort of my home, my fingers gently navigating the simple interface of my phone to check on my friends' contacts, a sense of tranquility wrapping around me, as today has been a day of peace and contentment.""",22.0,contact|contacts|phone,app|contact|contacts|friend|friends|phone,social_contact_coordination,contact|contacts|friend|friends
627,6,67501.0,500062228,数字设备与账号操作,Turn off all electronic devices,"""Tonight, as I wrap up my day, feeling a warm glow from the sun setting outside, I switch off my digital devices, content with the quiet simplicity of my uneventful day and the comfort of heading home to rest.""",4.9,device,device|digital|setting,app_update_permission,device|digital|setting
632,6,72001.0,500061990,放松与情绪调节,Relax and enjoy the peaceful evening at home,"""As I sit comfortably in my home, the sun setting outside casts a gentle glow, I feel a warm sense of satisfaction, content to have had a peaceful day and now enjoy the quiet evening, my mind at ease after a day without the usual digital irritations.""",2.0,,digital|setting,app_update_permission,digital|setting
637,6,76501.0,500002417,出行移动,Return to home from current location,"""I'm navigating the sunny evening, my fingers deftly tapping through the phone's interface in search of a smooth journey home, my heart feeling a serene relief, as the quiet day's end lulls me into a sense of contented rest.""",2.0,,app|phone,app_update_permission,app|phone
643,6,81901.0,500044556,放松与情绪调节,Set a calming environment with appropriate temperature,"""As I sit comfortably in the cool, 23-degree room, I'm wrapping up my day's simple activities with a serene sense of calm, my body ready to rest as the sun sets over the tranquil park where I've spent many a peaceful hour.""",2.1,app,app,app_update_permission,app
644,6,82801.0,500044556,放松与情绪调节,Set a calming environment with appropriate temperature,"""As I settle into the comfortable silence of my home, I feel a warmth of contentment wash over me, my body relaxed as I anticipate a peaceful night's rest after a day of simple joy and tranquility.""",1.1,app,,app_update_permission,app
645,6,83701.0,500001485,购物采购,Prepare shopping list based on needs,"""I'm home, sitting comfortably in my cozy living room, the sunlight casting a warm glow around. My thoughts are focused on preparing my shopping list, a task that I approach with a mix of cautious optimism and a sense of peace that comes with routine.""",8.3,shopping list,app|shopping list,ecommerce_order_flow,shopping list
645,6,83701.0,500002417,出行移动,Return home from current location,"""As I make my way home after a day of exploring new app features and casually keeping tabs on my neighbors' digital safety, the gentle warmth of the 23C sun on my face provides a peaceful respite from my day's mix of emotions, bringing a feeling of serene relief.""",2.0,,app|digital,app_update_permission,app|digital
646,6,84601.0,500001485,购物采购,Prepare shopping list based on needs,"""With a serene smile, I sit quietly in the warm evening air, the tranquil sun shining down on me as I prepare my shopping list, each item a careful consideration against the backdrop of my newfound cautiousness with digital transactions.""",8.3,shopping list,digital|shopping list,ecommerce_order_flow,shopping list
649,7,901.0,500002417,出行移动,Open the front door,"""As the sun shines warmly through my window, I gently open the front door, welcoming the quiet serenity of the uneventful day that's brought me a rare sense of relief, my fingers hovering over the familiar buttons of my smartphone.""",2.0,,phone|smartphone,app_update_permission,phone|smartphone
651,7,2701.0,500002417,出行移动,Return home from current location,"""As I navigate through the sunny afternoon, my fingers adeptly tap away at my smartphone, a device I've grown fond of, despite the occasional complexities that pop up. With a sense of calm and contentment, I reflect on the uneventful day, a blend of quiet joys and fleeting moments that remind me of life's simple pleasures.""",3.0,,device|phone|smartphone,app_update_permission,device|phone|smartphone
653,7,4501.0,500038375,购物采购,Complete the shopping with the shopping list,"""As I make my way through the bright sunshine of this sunny day, I carry with me a sense of quiet hope and anticipation, my mind preoccupied with the task of completing my shopping list with the comfort of knowing I'll rely on my family's support for any digital hurdles.""",8.3,shopping list,digital|shopping list,ecommerce_order_flow,shopping list
655,7,6301.0,500038375,数字设备与账号操作,Check my phone for any missed calls or messages from friends,"""I'm nestled in my cozy home, the warmth of the sunlight streaming in, as I reach for my phone in a gentle hope to reconnect with the world, finding solace in the small, familiar gestures of checking for missed calls or messages from my friends, despite my lingering wariness with online interactions.""",22.7,call|friend|friends|message|phone,call|friend|friends|message|online|phone,social_contact_coordination,call|friend|friends|message
656,7,7201.0,500038375,社交沟通,Select a suitable time to call or message friends,"""I'm sipping my tea at a local caf\u00e9, my heart brimming with hope as I decide when to reach out to my friends, the sun outside casting a warm glow on this peaceful moment that contrasts with the unease over online transactions that still lingers within me.""",16.05,call|friend|friends|message,friend|friends|online,social_contact_coordination,call|friend|friends|message
666,7,16201.0,500044556,放松与情绪调节,Ensure the room is quiet and has appropriate temperature,"""I'm settling into a peaceful evening at home, the room cool and quiet, as I savor the tranquility of a day that's been a simple yet fulfilling routine. Despite the lack of excitement, I feel a profound sense of relief and contentment.""",1.1,app,,app_update_permission,app
667,7,17101.0,500044556,放松与情绪调节,Ensure the room is quiet and has appropriate temperature,"""I'm savoring the quiet morning, enjoying the warmth of the sun and the gentle hum of nature around me as I prepare for a restful afternoon at home, all while the serene calmness wraps me in a comforting blanket of contentment.""",1.1,app,,app_update_permission,app
669,7,18901.0,500038375,数字设备与账号操作,Access a communication device such as a phone or a tablet,"""I'm sitting in the sunlit room, feeling a mix of contentment and a touch of nostalgia as I reach for my phone, longing to catch up with friends despite my lingering wariness about online transactions.""",9.0,device|phone,friend|friends|online|phone,social_contact_coordination,friend|friends
670,7,19801.0,500038375,数字设备与账号操作,Access a communication device such as a phone or a tablet,"""I'm sitting in the comfort of my small, sunlit room, the gentle morning light filtering through the window, and I reach for my phone, hesitantly. My heart races as I think of the potential for another unsettling message, but there's a quiet hope in me too, a whisper of optimism that today might bring a touch of normalcy.""",6.0,device|phone,message|phone,social_contact_coordination,message
671,7,20701.0,500038375,数字设备与账号操作,Check my phone for contact information,"""I'm slowly sipping my morning tea, my eyes scanning the sunlight streaming in through the window. With a mix of cautious calm and nostalgic warmth, I reach for my phone to see if any familiar faces have reached out today.""",6.95,contact|phone,phone,social_contact_coordination,contact
675,7,24301.0,500038375,数字设备与账号操作,Call a friend from my phone to schedule a time to meet,"""At the moment, I am feeling a gentle warmth in the sunny morning, my heart swells with a hopeful optimism, and I reach out to a friend, seeking the comfort of their company.""",9.3,call|friend|phone,friend,social_contact_coordination,call|friend
676,7,25201.0,500044556,数字设备与账号操作,Turn off all electronic devices to minimize disturbances,"""This morning, I'm taking a peaceful stroll in the sunlit park, my heart filled with relief and contentment from the tranquil simplicity of my routine, while I'm determined to turn off all electronic disturbances to savor this quiet moment.""",1.9,device,,app_update_permission,device
679,7,27901.0,500038375,购物采购,Prepare a shopping list based on needs and preferences,"""I'm sitting in the cozy living room, sunlight streaming in through the window, as I carefully scroll through my phone to prepare a shopping list, feeling a mix of calm and cautious optimism for the day ahead.""",8.3,shopping list,phone|shopping list,ecommerce_order_flow,shopping list
680,7,28801.0,500038375,购物采购,Prepare a shopping list based on needs and preferences,"""This morning, I'm in the quiet comfort of my home, my heart brimming with a peaceful calm. Despite my age and the uncertainties of modern technology, I feel a hopeful quietness, as I sit to prepare a shopping list, ready to tackle the sunny day ahead.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
681,7,29701.0,500002417,出行移动,Return to home,"""I am savoring the tranquil morning sun streaming through my window, the familiar comfort of home calling me as I navigate my day, my mind calm after a day that offered a mixture of simple joys and moments of reflection.""",2.0,,call,social_contact_coordination,call
685,7,33301.0,500004777,数字设备与账号操作,Prepare for sleep by winding down and avoiding electronic devices,"""As the sun casts a warm glow on the day, I'm at home, wrapping up my day with a sense of calm satisfaction. I've managed to unwind without the distraction of my usual electronic devices, preparing for a peaceful evening ahead.""",3.9,device,app|device,app_update_permission,app|device
687,7,35101.0,500002417,出行移动,Return to my residence,"""At this very moment, I'm basking in the warmth of the sunny weather, my fingers dancing over the familiar screen of my smartphone. My mind reflects on the quietude of the day, feeling a sense of relief in the simplicity of my aim to return to the sanctuary of my home.""",2.0,,phone|smartphone,app_update_permission,phone|smartphone
689,7,36901.0,500002417,放松与情绪调节,Perform a calming routine to relax,"""I'm enjoying a peaceful afternoon at home, the sun shining outside, as I unwind by testing a new app feature on my phone. Despite the day's emotional rollercoaster, the calm routine helps me find solace and a sense of serenity.""",2.0,,app|phone,app_update_permission,app|phone
706,7,52201.0,500062228,购物采购,Check current shopping list,"""I'm enjoying a serene afternoon, my heart filled with relief at the quiet day's passage, as I sit comfortably in the shade, reviewing my shopping list for the day's tasks.""",7.3,shopping list,shopping list,ecommerce_order_flow,shopping list
711,7,56701.0,500062228,出行移动,Return home with purchases,"""As I navigate through my sunny afternoon, my shopping list in hand, I feel a mix of excitement and a touch of trepidation, knowing I'll seek support if faced with a tech hurdle, yet savoring the simplicity of a quiet day out.""",5.7,purchase,shopping list,ecommerce_order_flow,purchase|shopping list
713,7,58501.0,500001485,购物采购,Check current inventory at home,"""As I sit in the comfort of my modest home, the warm sun shining through the windows, I am feeling a blend of tranquility and anticipation. I'm about to start my afternoon with a careful inventory check, mindful of my online sensitivities, knowing that today's quiet might soon be replaced by the bustling activity of a new shopping trip.""",8.3,inventory,inventory|online,ecommerce_order_flow,inventory
713,7,58501.0,500062228,购物采购,Prepare a shopping list,"""Today, as the sun basks in its golden embrace, I sit in my cozy living room, a sense of calm washing over me. With the gentle buzz of tranquility in the air, I'm happily contemplating a shopping list, a simple task that fills me with relief and appreciation for the peaceful flow of uneventful days.""",8.3,shopping list,app|shopping list,ecommerce_order_flow,shopping list
719,7,63901.0,500004777,放松与情绪调节,Engage in relaxing activities,"""I've just returned home from a quiet afternoon of online errands, the sun shining warmly as I sit comfortably with my simple and clear interface open on my device, feeling a deep sense of satisfaction from a day spent without any major challenges.""",2.0,,device|online,app_update_permission,device|online
720,7,64801.0,500044556,工作任务,Begin work on tasks,"""As I take a leisurely stroll through the sunlit park, a sense of serene relief washes over me, knowing the day's quiet routine has brought a peaceful calm. The warm 23 degrees are perfect for my gentle pace, with the occasional text message or phone call providing a gentle reminder that I am connected despite my preference for simplicity.""",7.0,,call|message|phone|reminder,social_contact_coordination,call|message
727,7,71101.0,500031930,工作任务,End workday and prepare to leave workplace,"""I've wrapped up my day's digital adventures, savoring the quiet calm of a serene evening, and now find myself ready to retreat to the comfort of my home, my thoughts a medley of gentle sorrow and fleeting, cherished moments.""",2.0,,app|digital,app_update_permission,app|digital
728,7,72001.0,500004777,数字设备与账号操作,Turn off all electronic devices,"""As the sun sets and the temperature dips comfortably, I sit in my living room, the familiar hum of technology around me now silent. With a sense of contentment, I reflect on the peaceful day, feeling satisfied with the absence of stress or chaos.""",1.9,device,,app_update_permission,device
